NAAM;FAMILIE_ID
Arabis;60
Aracamunia;282
Arachidna;
Arachis;
Arachne;309
Arachniodes;
Arachniopsis;
Arachnis;282
Arachnites;282
Arachnitis;108
Arachnocalyx;149
Arachnopogon;
Arachnothryx;348
Arachus;
Aracium;
Araeococcus;61
Arafoe;24
Aragallus;
Aragoa;318
Araiostegia;
Araiostegiella;
Aralia;30
Aralidium;404
Araliopsis;350
Arapatiella;
Araracuara;342
Aratitiyopea;424
Araucaria;31
Araujia;25
Arbelaezaster;
Arberella;322
Arboa;290
Arbuscula;
Arbusculohypopterygium;
Arbutus;149
Arcangelisia;248
Arcasplenium;
Arceuthobium;354
Archakebia;218
Archangelica;24
Archangiopteris;
Archboldia;216
Archboldiodendron;297
Archemora;24
Archeochaete;
Archeophylla;
Archephemeropsis;
Archeria;149
Archiatriplex;14
Archibaccharis;
Archiboehmeria;413
Archidendron;
Archidendropsis;
Archidium;
Archihyoscyamus;374
Archilejeunea;
Archimedea;43
Archiphyllum;252
Archiphysalis;374
Archirhodomyrtus;266
Archiserratula;
Archivea;282
Archontophoenix;32
Archytaea;57
Arcoa;
Arctagrostis;322
Arctanthemum;
Arcteranthis;337
Arcterica;149
Arctium;
Arctoa;
Arctocalyx;170
Arctodupontia;322
Arctogeron;
Arctomecon;288
Arctophila;322
Arctopoa;322
Arctopus;24
Arctoscyphus;
Arctostaphylos;149
Arctotheca;
Arctotis;
Arctottonia;316
Arctous;149
Arcuatopterus;24
Arcynospermum;238
Arcyosperma;60
Arcypteris;
Arcytophyllum;348
Ardisia;332
Ardisiandra;332
Areca;32
Aremonia;346
Arenaria;86
Arenga;32
Arenifera;7
Arequipa;70
Arequipiopsis;70
Arethusa;282
Arethusantha;282
Aretia;332
Aretiastrum;81
Arfeuillea;355
Argania;356
Argelasia;
Argelia;25
Argemone;288
Argentina;346
Argentipallium;
Argeta;7
Argithamnia;154
Argocoffeopsis;348
Argomuellera;154
Argophyllum;33
Argostemma;348
Argusia;58
Arguzia;58
Argylia;54
Argyranthemum;
Argyrautia;
Argyrautia;
Argyreia;105
Argyrella;246
Argyrobryum;
Argyrochosma;
Argyrocome;
Argyrocytisus;
Argyrodendron;238
Argyroderma;7
Argyroglottis;
Argyrolobium;
Argyrophyton;
Argyrostachys;14
Argyrotegium;
Argyrothamnia;154
Argyroxiphium;
Argythamnia;154
Aria;346
Ariaria;
Arida;
Aridaria;7
Aridarum;29
Arillastrum;266
Arinemia;28
Ariocarpus;70
Ariopsis;29
Ariosorbus;346
Aripuana;167
Arisaema;29
Arisarum;29
Aristea;202
Aristega;248
Aristeguietia;
Aristida;322
Aristocapsa;327
Aristogeitonia;314
Aristolochia;34
Aristopsis;322
Aristotelia;145
Arjona;365
Arkezostis;115
Armania;
Armatocereus;70
Armeniaca;346
Armenoprunus;346
Armeria;321
Armeriastrum;321
Arminia;419
Armodorum;282
Armola;14
Armoracia;60
Arnaldoa;
Arnebia;58
Arnellia;
Arnhemia;401
Arnica;
Arnicastrum;
Arnicratea;88
Arnocrinum;
Arnoglossum;
Arnoldia;116
Arnoseris;
Arnottia;282
Aronia;346
Aronicum;
Arophyton;29
Arouna;
Arpophyllum;282
Arrabidaea;54
Arracacia;24
Arrhenatherum;322
Arrhenechthites;
Arrhenopterum;
Arrhostoxylum;1
Arrojadoa;70
Arrojadocharis;
Arrostia;86
Arrowsmithia;
Arrudea;99
Arsenjevia;337
Arsenococcus;149
Artabotrys;21
Artanacetum;
Artanema;227
Artanthe;316
Artedia;24
Artemisia;
Artemisiella;
Artemisiopsis;
Arthraerua;14
Arthragrostis;322
Arthratherum;322
Arthraxon;232
Arthraxon;322
Arthrobotrya;
Arthrobotrys;
Arthrocarpum;
Arthrocereus;70
Arthrochilus;282
Arthroclianthus;
Arthrocnemum;14
Arthrocormus;
Arthrolobus;60
Arthromeris;
Arthrophyllum;30
Arthrophytum;14
Arthropodium;35
Arthropogon;322
Arthropteris;
Arthrosamanea;
Arthrosolen;401
Arthrosprion;
Arthrostachys;322
Arthrostema;246
Arthrostemma;246
Arthrostylidium;322
Arthrostylis;123
Artia;25
Artocarpus;258
Artorima;282
Artrolobium;
Arum;29
Aruncus;346
Arundina;282
Arundinaria;322
Arundinella;322
Arundo;322
Arundoclaytonia;322
Arversia;86
Arytera;355
Asanthus;
Asarca;282
Asarina;318
Asarum;34
Ascaricida;
Ascarina;93
Aschenfeldtia;401
Aschersoniodoxa;60
Aschisma;
Aschistanthera;246
Aschistodon;
Asciadium;24
Ascidieria;282
Ascidiogyne;
Ascidiota;
Ascium;240
Ascleia;374
Asclepias;25
Ascocentropsis;282
Ascocentrum;282
Ascochilopsis;282
Ascochilus;282
Ascoglossum;282
Ascogrammitis;
Ascolepis;123
Ascotheca;1
Ascyrum;199
Asemanthia;348
Asemeia;326
Asepalum;283
Ashtonia;309
Asimina;21
Asiphonia;34
Askellia;
Asketanthera;25
Askidiosperma;340
Askofake;221
Aspalathoides;
Aspalathus;
Aspalthium;
Asparagopsis;35
Asparagus;35
Aspasia;282
Aspera;348
Asperella;322
Asperuginoides;60
Asperugo;58
Asperula;348
Asphalthium;
Asphodeline;
Asphodelus;
Aspicarpa;237
Aspidistra;35
Aspidium;
Aspidixia;354
Aspidocarya;248
Aspidoglossum;25
Aspidogyne;282
Aspidonepsis;25
Aspidopterys;237
Aspidosperma;25
Aspidostemon;219
Aspidotis;
Aspilia;
Aspiromitus;
Asplenicystopteris;
Asplenidictyum;
Aspleniopsis;
Asplenium;
Asplenoceterach;
Asplenoceterach;
Asplenophyllitis;
Asplenosorus;
Asplenosorus;
Asplundia;120
Asplundianthus;
Asprella;322
Asta;60
Astartea;266
Astelia;37
Astelma;25
Astephananthes;290
Astephanus;25
Aster;
Asterago;
Asteranthe;21
Asteranthera;170
Asteranthos;220
Asterella;
Asteridea;
Asterigeron;
Asteriscium;24
Asteriscium;
Asteriscium;
Asteriscus;
Asterocephalus;81
Asterochlaena;238
Asterocytisus;
Asterogyne;32
Asterohyptis;216
Asterolasia;350
Asterolinon;332
Asteromoea;
Asteromyrtus;266
Asteropeia;39
Asteropsis;
Asteropyrum;337
Asterosedum;111
Asterosperma;
Asterostemma;25
Asterostigma;29
Asterostoma;246
Asterothamnus;
Asterotricha;60
Asterotrichion;238
Asthenatherum;322
Asthenochloa;322
Astianthus;54
Astiella;348
Astilbe;361
Astilboides;361
Astiria;238
Astomaea;24
Astomiopsis;
Astomum;
Astonia;9
Astracantha;
Astraea;154
Astragalina;
Astragaloides;
Astragalus;
Astranthium;
Astrantia;24
Astrebla;322
Astrephia;81
Astridia;7
Astripomoea;105
Astrocalyx;246
Astrocaryum;32
Astrocasia;309
Astrochlaena;105
Astrococcus;154
Astrodaucus;24
Astrodontium;
Astrolepis;
Astroloba;
Astrolobium;
Astroloma;149
Astromerremia;105
Astronia;246
Astronidium;246
Astronium;18
Astrophea;290
Astrophyllum;
Astrophytum;70
Astrothalamus;413
Astrotheca;99
Astrotricha;30
Astrotrichilia;247
Astroworthia;
Astus;266
Astydamia;24
Astyposanthes;
Asyneuma;75
Asystasia;1
Asystasiella;1
Atadinus;342
Atalantia;350
Atalaya;355
Atalopteris;
Atamisquea;80
Ateixa;60
Atelanthera;60
Ateleia;
Atelophragma;
Atemnosiphon;401
Atenia;24
Atevala;
Athalamia;
Athamanta;24
Athanasia;
Athenaea;374
Atherandra;25
Atheranthera;115
Atherolepis;25
Atherosperma;40
Atherotoma;
Athertonia;333
Athlianthus;1
Athrixia;
Athroisma;
Athroostachys;322
Athrotaxis;117
Athyana;355
Athyriopsis;
Athyrium;
Athysanus;60
Atitara;32
Atkinsia;238
Atkinsonia;232
Atomostigma;94
Atomostigma;346
Atopocarpus;237
Atossa;
Atractantha;322
Atractocarpus;348
Atractogyne;348
Atractylis;
Atractylocarpus;
Atractylodes;
Atragene;337
Atraphaxis;327
Atrichantha;
Atrichites;
Atrichodendron;374
Atrichopsis;
Atrichoseris;
Atrichum;
Atriplex;14
Atropa;374
Atropanthe;374
Atropatenia;60
Atropis;322
Atroxima;326
Attalea;32
Attilaea;18
Atuna;94
Atylosia;
Atylus;333
Aubertia;154
Aubletella;356
Aubletiana;154
Aubregrinia;356
Aubrevillea;
Aubrieta;60
Auchera;
Aucklandia;
Aucoumea;65
Aucuba;164
Aucuparia;346
Audibertia;216
Audouinia;63
Auerodendron;342
Auganthus;332
Augea;428
Augouardia;
Augusta;348
Augustinea;32
Aulacia;350
Aulacidium;246
Aulacocalyx;348
Aulacocarpus;246
Aulacolepis;322
Aulacomitrium;
Aulacomnium;
Aulacopilum;
Aulacospermum;24
Aulacostigma;168
Aulandra;356
Aulax;333
Aulaya;283
Aulomyrcia;266
Aulonemia;322
Aulonix;
Aulosema;
Aulosepalum;282
Aulosolena;24
Aulospermum;24
Aulotandra;426
Auranticarpa;317
Aureliana;374
Aureolaria;283
Aureolejeunea;
Aurinia;60
Austinella;
Austinia;
Australina;413
Australluma;25
Australopyrum;322
Austroamericium;354
Austrobaileya;41
Austrobassia;14
Austrobrickellia;
Austrobryonia;115
Austrobuxus;314
Austrocactus;70
Austrocedrus;117
Austrocephalocereus;70
Austrochloris;322
Austrocritonia;
Austrocylindropuntia;70
Austrocynoglossum;58
Austrodolichos;
Austrodrimys;422
Austroeupatorium;
Austrofestuca;322
Austrofossombronia;
Austrogramme;
Austrohondaella;
Austrolejeunea;
Austrolembidium;
Austrolophozia;
Austrolycopodium;
Austromatthaea;255
Austrometzgeria;
Austromuellera;333
Austromyrtus;266
Austropeucedanum;24
Austrophilibertiella;
Austroplenckia;88
Austroscyphus;
Austrosteenisia;
Austrostipa;322
Austrosynotis;
Austrotaxus;392
Autana;324
Autranella;356
Autumnalia;24
Auxopus;282
Avellanita;154
Avellara;
Avena;322
Avenastrum;322
Avenella;322
Avenula;322
Averrhoa;284
Averrhoidium;355
Avicennia;1
Aviunculus;
Avoira;32
Avonia;329
Avornela;
Axanthes;348
Axinaea;246
Axinandra;293
Axinanthera;246
Axinea;246
Axiniphyllum;
Axonopus;322
Axyris;14
Ayapana;
Ayapanopsis;
Aydendron;219
Ayenia;238
Ayensua;61
Aylacophora;
Aylostera;70
Aylthonia;415
Aynia;
Aytonia;
Azadirachta;247
Azalea;149
Azaleastrum;149
Azamara;355
Azanza;238
Azara;352
Azarolus;346
Azedarach;247
Azilia;24
Azima;353
Azolla;
Azorella;24
Azorellopsis;24
Azorina;75
Aztecaster;
Aztekium;70
Azukia;
Azureocereus;70
Babiana;202
Babingtonia;266
Bacasia;
Baccaurea;309
Baccharidastrum;
Baccharidiopsis;
Baccharis;
Baccharodes;
Baccharoides;
Bachmannia;80
Backebergia;70
Backeria;246
Backhousia;266
Bacopa;318
Bactris;32
Bactyrilobium;
Baderoa;115
Badiera;326
Badilloa;
Badula;332
Badusa;348
Baeckea;266
Baeolepis;25
Baeometra;100
Baeria;
Baeriopsis;
Bafodeya;94
Bafutia;
Bagassa;258
Baguenaudiera;
Baharuia;25
Bahelia;367
Bahia;
Bahianthus;
Bahiella;25
Bahiopsis;
Baijiania;115
Baikiaea;
Baileya;
Baileyoxylon;2
Baillaudea;105
Baillieria;
Baillonella;356
Baillonia;416
Baimashania;60
Baissea;25
Bajacalia;
Bakerella;232
Bakeria;30
Bakeridesia;238
Bakerolimon;321
Bakerophyton;
Bakeropteris;
Bakoa;29
Balaka;32
Balakata;154
Balaniella;43
Balanites;428
Balanocarpus;137
Balanophora;43
Balanops;42
Balanopsis;219
Balanostreblus;258
Balansaephytum;413
Balantiopsis;
Balantium;
Balaustion;266
Balbisia;
Balbisia;
Baldellia;9
Balduina;
Baldwinia;290
Baldwiniella;
Balendasia;401
Balfouria;111
Balfourodendron;350
Balgoya;326
Balinotella;24
Baliospermum;154
Balizia;
Ballantinia;60
Ballochia;1
Ballota;216
Ballyanthus;25
Balmea;348
Baloghia;154
Balonga;21
Baloskion;340
Balsamea;65
Balsamiflua;352
Balsamita;
Balsamocarpon;
Balsamocitrus;350
Balsamodendrum;65
Balsamorhiza;
Balsas;355
Balthasaria;297
Baltimora;
Bambekea;115
Bambos;322
Bambus;322
Bambusa;322
Bamiania;321
Bamlera;246
Bampsia;227
Banalia;14
Banalia;154
Banara;352
Bancroftia;216
Banisteria;237
Banisterioides;237
Banisteriopsis;237
Banjolea;1
Banksia;333
Baolia;14
Baphia;
Baphiastrum;
Baphicacanthus;1
Baphiopsis;
Baptisia;
Baptorhachis;322
Barathranthus;232
Baraultia;343
Barba-jovis;
Barbacenia;415
Barbaceniopsis;415
Barbamine;60
Barbarea;60
Barbella;
Barbellopsis;
Barberetta;183
Barbeuia;45
Barbeya;46
Barbieria;
Barbilophozia;
Barbosella;282
Barbula;
Barcella;32
Barcena;342
Barclaya;274
Bardunovia;
Bargemontia;374
Barjonia;25
Barkeria;282
Barkerwebbia;32
Barkhausia;
Barkleyanthus;
Barklya;
Barleria;1
Barleriola;1
Barlorchis;282
Barnadesia;
Barnardia;35
Barnebya;237
Barnebydendron;
Barnebyella;
Barneoudia;337
Barnhartia;326
Barongia;266
Baroniella;25
Barosma;350
Barringtonia;220
Barroetea;
Barrosoa;
Barrotia;287
Barteria;290
Barthea;246
Barthlottia;367
Bartholina;282
Bartholomaea;352
Bartlettia;
Bartlettina;
Bartlingia;348
Bartonia;167
Bartonia;228
Bartramia;
Bartramidula;
Bartramiopsis;
Bartschella;70
Bartsia;283
Baryxylum;
Basanacantha;348
Basananthe;290
Basedowia;
Basella;47
Baseonema;25
Bashania;322
Basilicum;216
Basilima;346
Basiloxylon;238
Basiphyllaea;282
Basisperma;266
Basistelma;25
Basistemon;318
Baskervilla;282
Basonca;292
Bassecoia;81
Basselinia;32
Bassia;14
Bassia;356
Bassovia;374
Bastardia;238
Bastardiastrum;238
Bastardiopsis;238
Batanthes;325
Batatas;105
Batemania;282
Batemannia;282
Batesanthus;25
Batesia;
Batesimalva;238
Bathiorhamnus;342
Bathmium;
Bathya;15
Bathysa;348
Batidaea;346
Batidea;346
Batidophaca;
Batis;48
Batocarpus;258
Batodendron;149
Batopedina;348
Batopilasia;
Batrachium;337
Battata;374
Baudouinia;
Bauera;116
Bauerella;
Bauhinia;
Baumannia;279
Baumea;123
Baumgartia;248
Baumia;283
Baxteria;127
Bayabusua;115
Baynesia;25
Bazzania;
Bdallophytum;125
Bdellium;65
Beadlea;282
Beatonia;202
Beaucarnea;35
Beaufortia;266
Beaumontia;25
Beauprea;333
Beaupreopsis;333
Beautempsia;80
Bebbia;
Beccabunga;318
Beccarianthus;246
Beccariella;356
Beccarinda;170
Beccariophoenix;32
Bechium;
Becium;216
Beckmannia;322
Beckwithia;337
Beclardia;282
Becquerelia;123
Beddomea;247
Bedfordia;
Beesia;337
Beeveria;
Begonia;49
Begoniella;49
Beguea;355
Behaimia;
Behenantha;86
Behnia;35
Behuria;246
Beilschmiedia;219
Beirnaertia;248
Beiselia;65
Bejaranoa;
Bejaria;149
Belairia;
Belamcanda;202
Belangera;116
Belemia;273
Belencita;80
Bellardia;283
Bellendena;333
Bellermannia;348
Bellevalia;35
Bellibarbula;
Bellida;
Bellidastrum;
Bellidiastrum;
Bellincinia;
Bellinia;374
Belliolum;422
Belliopsis;
Bellis;
Bellium;
Bellizinca;348
Belloa;
Bellonia;170
Bellucia;246
Belmontia;167
Beloglottis;282
Belonanthus;81
Belonophora;348
Beloperone;1
Belostemma;25
Belosynapsis;103
Belotia;238
Belvala;401
Belvisia;
Bembicia;352
Bembiciopsis;398
Bembycodium;
Bencomia;346
Beneditaea;196
Benevidesia;246
Benguellia;216
Benincasa;115
Benitoa;
Benitotania;
Benjaminia;318
Benkara;348
Bennettia;286
Bennettiodendron;352
Benoicanthus;1
Benoistia;154
Bensoniella;361
Bensteinia;282
Benthamia;58
Benthamia;107
Benthamia;282
Benthamiella;374
Benthamina;232
Bentinckia;32
Bentleya;317
Benzingia;282
Benzonia;348
Bequaertia;88
Berardia;
Berberidopsis;51
Berberis;50
Berchemia;342
Berchemiella;342
Berendtia;308
Berendtiella;308
Berenice;75
Bergenia;361
Bergera;
Bergeranthus;7
Bergerocactus;70
Bergeronia;
Berghesia;348
Bergia;146
Bergsmia;2
Berhardia;
Berhautia;232
Beringeria;216
Berkheya;
Berkheyopsis;
Berlandiera;
Berlinia;
Berlinianche;26
Bernardia;154
Bernardina;332
Bernardinia;104
Berneuxia;130
Bernhardia;
Bernoullia;238
Berrebera;
Berresfordia;7
Berroa;
Berrya;238
Bersama;
Berteroa;60
Berteroella;60
Berthelotia;
Bertholletia;220
Bertiera;348
Bertolonia;246
Bertuchia;167
Bertya;154
Berula;24
Berylsimpsonia;
Berzelia;63
Bescherellia;
Beschorneria;35
Besleria;170
Bessera;35
Besseya;318
Bestia;
Beta;14
Bethencourtia;
Betonica;216
Betula;52
Betula-alnus;52
Beurera;73
Bewsia;322
Beyeria;154
Bhesa;89
Bhidea;322
Bhutanthera;282
Bia;154
Biancaea;
Biantheridion;
Biarum;29
Bicosta;
Bicuiba;264
Bicuspidaria;228
Bidaria;25
Bidens;
Biebersteinia;53
Bienertia;14
Biermannia;282
Bifora;24
Bifrenaria;282
Bigelovia;348
Bigelowia;
Bignonia;54
Bihania;219
Bijlia;7
Bikinia;
Bikkia;348
Bilabrella;282
Bilacunaria;24
Bilderdykia;327
Billardiera;317
Billbergia;61
Billburttia;24
Billia;355
Billieturnera;238
Billya;
Biltia;149
Binaria;
Binghamia;70
Biondia;25
Bionia;
Biophytum;284
Biotia;
Biovularia;221
Bipinnula;282
Bipontinia;
Birnbaumia;1
Biropteris;
Birostula;24
Bisboeckelera;123
Bischofia;309
Biscutella;60
Biserrula;
Bisetaria;276
Bisglaziovia;246
Bisgoeppertia;167
Bishopalea;
Bishopanthus;
Bishopiella;
Bishovia;
Bismarckia;32
Bissetia;
Bistella;414
Bistorta;327
Biswarea;115
Bituminaria;
Bivinia;352
Bivolva;43
Bivonaea;60
Bixa;55
Bizonula;355
Blachia;154
Blackallia;342
Blackburnia;350
Blackstonia;167
Bladhia;332
Blaeria;149
Blainvillea;
Blakea;246
Blakeanthus;
Blakiella;
Blanchea;
Blanchetia;
Blanchetiastrum;238
Blanchetiodendron;
Blancoa;183
Blandfordia;56
Blandowia;324
Blasia;
Blastania;115
Blastemanthus;276
Blastotrophe;25
Blastus;246
Bleasdalea;333
Blechnidium;
Blechnopsis;
Blechnopteris;
Blechnum;
Blechum;1
Blechum;
Bleekrodea;258
Blencocoes;374
Blennoderma;279
Blennodia;60
Blennosperma;
Blennospora;
Blepharandra;237
Blepharanthera;25
Blepharidachne;322
Blepharidium;348
Blepharidophyllum;
Blephariglottis;282
Blepharipappus;
Blepharis;1
Blepharispermum;
Blepharistemma;343
Blepharizonia;
Blepharocalyx;266
Blepharocarya;18
Blepharochlamys;43
Blepharodon;25
Blepharolejeunea;
Blepharolepis;123
Blepharoneuron;322
Blepharostoma;
Blepharozia;
Blephilia;216
Blephiloma;216
Blephistelma;290
Bletia;282
Bletilla;282
Blighia;355
Blighiopsis;355
Blindia;
Blindiopsis;
Blinkworthia;105
Blitum;14
Blochmannia;327
Blomia;355
Blondia;361
Bloomeria;35
Blossfeldia;70
Blotiella;
Blumea;
Blumella;232
Blumenbachia;228
Blumeodendron;154
Blumeopsis;
Blutaparon;14
Blysmopsis;123
Blysmus;123
Blyttia;25
Blyttia;
Blyxa;196
Bobartia;202
Bobea;348
Boberella;374
Bobgunnia;
Bobrovia;
Bocagea;21
Bocageopsis;21
Bocconia;288
Bocoa;
Bocquillonia;154
Boea;170
Boeberastrum;
Boeberoides;
Boechera;60
Boecherarctica;361
Boehmeria;413
Boehmeriopsis;258
Boeica;170
Boelckea;367
Boelia;
Boenninghausenia;350
Boerhaavia;273
Boerhavia;273
Boerlagea;246
Boerlagella;356
Boerlagiodendron;30
Boesenbergia;426
Bognera;29
Bogoria;282
Bohadschia;290
Boholia;348
Boisduvalia;279
Boissiera;322
Bolandia;
Bolandra;361
Bolanosa;
Bolanthus;86
Bolax;24
Bolbitis;
Bolbosaponaria;86
Bolboschoenoplectus;123
Bolboschoenus;123
Bolbostemma;115
Boldoa;273
Boleum;60
Bolina;246
Bolivaria;278
Bolivicactus;70
Bollea;282
Bolleo-chondrorhyncha;282
Bollwilleria;346
Bolocephalus;
Bolophyta;
Boltonia;
Bolusanthus;
Bolusia;
Bolusiella;282
Bomarea;11
Bombax;238
Bombycella;238
Bombycidendron;238
Bombycilaena;
Bommeria;
Bona;
Bonafousia;25
Bonaga;
Bonamia;105
Bonamiopsis;105
Bonania;154
Bonannia;24
Bonanox;105
Bonapartea;35
Bonapartea;61
Bonatea;282
Bonaveria;
Bonduc;
Bonellia;332
Bonetiella;18
Bongardia;50
Bonia;322
Boninia;350
Boniniella;
Boniodendron;355
Bonjeanea;
Bonjeania;
Bonnaya;227
Bonnayodes;318
Bonnetia;57
Bonplandia;325
Bontia;367
Bonyunia;229
Boophone;15
Boopis;74
Boothia;288
Boquila;218
Boraginella;58
Boraginodes;58
Borago;58
Borassodendron;32
Borassus;32
Borbonia;
Bordasia;238
Boreava;60
Borinda;322
Borismene;248
Borkersia;70
Borneacanthus;1
Borneodendron;154
Borneosicyos;115
Bornmuellera;60
Bornmuellerantha;367
Borodinia;60
Borojoa;348
Boronella;350
Boronia;350
Borrachinea;58
Borraginoides;58
Borreria;348
Borrichia;
Borthwickia;80
Borya;59
Borzicactus;70
Boschia;238
Boschniakia;283
Boscia;80
Bosciopsis;80
Bosea;14
Bosistoa;350
Bosleria;374
Bosqueia;258
Bosqueiopsis;258
Bossekia;346
Bossera;154
Bossiaea;
Bostrychanthera;216
Boswellia;65
Bothriochloa;322
Bothriocline;
Bothriospermum;58
Bothriospora;348
Botor;
Botrya;419
Botryanthus;35
Botryarrhena;348
Botryceras;18
Botrychium;
Botrymorus;413
Botryoloranthus;232
Botryolotus;
Botryomeryta;30
Botryophora;154
Botryopleuron;318
Botryopsis;248
Botryopteris;
Botryothallus;
Botrypus;
Botschantzevia;60
Bottegoa;355
Boucerosia;25
Bouchardatia;350
Bouchea;416
Bouchetia;374
Bouea;18
Bougainvillea;273
Bougueria;318
Boulaya;
Bournea;170
Bourreria;58
Bousigonia;25
Boussingaultia;47
Bouteloua;322
Boutiquea;21
Boutonia;1
Bouvardia;348
Bouzetia;350
Bowdichia;
Bowenia;425
Bowiea;35
Bowkeria;382
Bowlesia;24
Bowringia;
Boyania;246
Boykinia;361
Boymia;350
Brabejaria;333
Brabejum;333
Brabyla;333
Brachanthemum;
Brachelyma;
Brachiaria;322
Brachiolejeunea;
Brachiolobos;60
Brachionidium;282
Brachionostylum;
Brachiostemon;170
Brachistus;374
Brachyachne;322
Brachyactis;
Brachyandra;
Brachybotrys;58
Brachycarpaea;60
Brachycaulos;346
Brachycereus;70
Brachychaeta;
Brachychiton;238
Brachychloa;322
Brachyclados;
Brachycodon;75
Brachycome;
Brachycorythis;282
Brachycylix;
Brachydontium;
Brachyelytrum;322
Brachyglottis;
Brachylaena;
Brachylobus;60
Brachyloma;149
Brachyloma;170
Brachylophon;237
Brachymeniopsis;
Brachymenium;
Brachymitrion;
Brachynema;277
Brachyodon;
Brachyodus;
Brachyotum;246
Brachypeza;282
Brachyphragma;
Brachypodium;322
Brachypodium;
Brachypterum;
Brachypus;60
Brachyrhynchos;
Brachyris;
Brachyscias;24
Brachyscome;
Brachysema;
Brachysiphon;293
Brachysola;216
Brachysorus;
Brachystegia;
Brachystele;282
Brachysteleum;
Brachystelma;25
Brachystemma;86
Brachystephanus;1
Brachytheciastrum;
Brachytheciella;
Brachythecium;
Brachythrix;
Brachytome;348
Brachytrichum;
Bracisepalum;282
Brackenridgea;276
Braconotia;322
Bracteanthus;371
Bractearia;246
Bradburia;
Bradburya;
Bradea;348
Bradlea;
Bradleia;309
Bradleja;309
Braemia;282
Bragaia;70
Bragantia;34
Brahea;32
Brainea;
Braithwaitea;
Brami;318
Brandegea;115
Brandella;58
Brandesia;14
Brandisia;291
Brandzeia;
Brasenia;69
Brasilettia;
Brasilia;
Brasilicactus;70
Brasilicereus;70
Brasilidium;282
Brasiliocroton;154
Brasiliopuntia;70
Brasiliorchis;282
Brasiliparodia;70
Brassaiopsis;30
Brassavola;282
Brassia;282
Brassiantha;88
Brassica;60
Brassiophoenix;32
Brassocattleya;282
Brassocattleya;282
Braunblanquetia;367
Braunea;248
Braunfelsia;
Braunia;
Braunsia;7
Bravaisia;1
Bravocactus;70
Braxilia;149
Braya;60
Brayera;346
Brayopsis;60
Brazoria;216
Brazzeia;220
Brebissonia;279
Bredemeyera;326
Bredia;246
Breea;
Breidleria;
Breitungia;111
Bremekampia;1
Bremeria;348
Brenandendron;
Brenania;348
Brenaniodendron;
Brenierea;
Breonadia;348
Breonia;348
Breteuillia;
Bretschneidera;8
Breutelia;
Brevianthus;
Breviea;356
Brewcaria;61
Breweria;105
Breweriopsis;105
Brexia;88
Brexiella;88
Breynia;309
Brianhuntleya;7
Brickellia;
Brickelliastrum;
Bridelia;309
Bridgesia;70
Bridgesia;355
Brigandra;170
Briggsia;170
Briggsiopsis;170
Brighamia;75
Brillantaisia;1
Brimeura;35
Brindonia;99
Brintonia;
Briquetia;238
Brissonia;
Britoa;266
Brittenia;246
Brittonella;237
Brittonrosea;70
Briza;322
Brocchia;
Brocchia;370
Brocchinia;61
Brochoneura;264
Brockmania;238
Brodiaea;15
Brodiaea;35
Brodriguesia;
Bromelia;61
Bromeliophila;
Bromheadia;282
Bromofestuca;322
Bromopsis;322
Bromuniola;322
Bromus;322
Brongniartia;
Bronnia;161
Bronwenia;237
Brookea;318
Brosimum;258
Brossaea;149
Brossardia;60
Broteroa;
Brothera;
Brotherella;
Brotherobryum;
Broughtonia;282
Broussaisia;195
Broussonetia;258
Browallia;374
Brownea;
Browneopsis;
Browningia;70
Brownleea;282
Brownlowia;238
Brucea;369
Bruchia;
Brugmansia;336
Brugmansia;374
Bruguiera;102
Bruguiera;343
Bruguieria;343
Bruinsmia;386
Brunellia;62
Brunfelsia;374
Brunia;63
Brunnera;58
Brunnichia;327
Brunonia;175
Brunoniella;1
Brunserine;15
Brunsvigia;15
Bruxanelia;348
Brya;94
Brya;
Bryantea;219
Bryanthus;149
Bryantiella;325
Bryaspis;
Bryhnia;
Brylkinia;322
Brymela;
Bryoacantholoma;
Bryoandersonia;
Bryobartramia;
Bryobeckettia;
Bryobium;282
Bryobrittonia;
Bryobrothera;
Bryocarpum;332
Bryoceuthospora;
Bryochenea;
Bryocrumia;
Bryodes;318
Bryodesma;
Bryodixonia;
Bryodusenia;
Bryoerythrophyllum;
Bryohaplocladium;
Bryohumbertia;
Bryolawtonia;
Bryomaltaea;
Bryomanginia;
Bryomnium;
Bryomorphe;
Bryonia;115
Bryonoguchia;
Bryonorrisia;
Bryophyllum;111
Bryopsis;86
Bryopteris;
Bryosedgwickia;
Bryostreimannia;
Bryotestua;
Bryowijkia;
Bryoxiphium;
Bryum;
Bubbia;422
Bubbia;422
Bubon;24
Bucanion;58
Buccaferrea;331
Bucco;350
Bucegia;
Bucephalandra;29
Buceragenia;1
Buceras;102
Buchanania;18
Bucharea;105
Buchenavia;102
Buchenroedera;
Buchholzia;80
Buchingera;60
Buchloe;322
Buchlomimus;322
Buchnera;283
Buchnerodendron;2
Bucholzia;14
Buchtienia;282
Bucida;102
Buckiella;
Buckinghamia;333
Bucklandiella;
Buckleya;354
Buckollia;25
Bucquetia;246
Bucranion;221
Buda;86
Budawangia;149
Buddleja;367
Buergersiochloa;322
Buesia;
Buesiella;282
Buffonia;86
Bufonia;86
Buforrestia;103
Buglossa;58
Buglossoides;58
Bugranopsis;
Buhsia;80
Bukiniczia;321
Bulbine;
Bulbinella;
Bulbocastanum;24
Bulbophyllum;282
